数据统计时间 Thu Jul 28 14:34:27 2022
组别名称 dict_keys(['本科生 创意1组', '本科生 创意2组'])
平均分 84.27826086956523
8个组平均分 [84.31882352941179, 84.23885714285716]
总队数 69 [34, 35]
计算规则：最终成绩 = 专家评审平均分数 * （全部参赛项目平均分数 / 项目所在组平均分数）
+------+----------------------------------------------------------+------------------------------------+-----------+----------------+-------------------+---------+
| Star |                           name                           |             score_list             | ave_score |     group      |    final_score    | ranking |
|      |               镓检法则—氧化镓紫外线探测器                | [85.36, 83.55, 82.69, 80.12, 80.0] |   82.34   | 本科生 创意2组 | 82.37851551370932 |  55/69  |
|      |                    PROTAC靶向药物开发                    | [85.66, 83.65, 82.55, 80.0, 79.56] |   82.28   | 本科生 创意2组 | 82.31848744799615 |  56/69  |
|      |            “健行飞跃”——多功能仿生助行蹬梯拐杖            | [84.1, 83.22, 83.11, 83.01, 77.23] |   82.13   | 本科生 创意1组 | 82.09049030200195 |  57/69  |
|      |        峰和新材 — 生物基复合水凝胶二氧化碳吸附剂         | [84.33, 83.0, 82.37, 80.36, 79.55] |   81.92   | 本科生 创意2组 | 81.95831905371712 |  58/69  |
|      |            识易科技——一站式隐私信息识别领航者            | [86.35, 82.78, 82.75, 81.55, 76.0] |   81.89   | 本科生 创意2组 | 81.92830502086053 |  59/69  |
|      |          滴“水”不漏——便携式超声膀胱尿量检测装置          | [85.55, 83.35, 81.45, 80.0, 79.01] |   81.87   | 本科生 创意2组 | 81.90829566562282 |  60/69  |
|      |        诊智-基于深度学习的阿尔茨海默智能检测系统         | [82.65, 82.55, 81.84, 81.03, 81.0] |   81.81   | 本科生 创意2组 | 81.84826759990963 |  61/69  |
|      |            具有“触感反馈”的可交互式智能机械手            | [85.23, 83.92, 81.09, 80.11, 78.5] |   81.77   | 本科生 创意1组 |  81.7306634846548 |  62/69  |
|      |          精艺电子——国内首创电路板竞逐定位检测仪          | [84.39, 82.43, 80.55, 80.45, 80.0] |   81.56   | 本科生 创意2组 | 81.59815065943808 |  63/69  |
|      | 食常鲜——基于超声补水和无菌混冷的多功能真空冷却技术领跑者 | [84.32, 81.02, 80.0, 79.55, 79.36] |   80.85   | 本科生 创意2组 | 80.88781854849887 |  64/69  |
|      |                     智能越障运载装置                     | [84.21, 81.5, 80.11, 79.11, 77.21] |   80.43   | 本科生 创意1组 | 80.39130810897379 |  65/69  |
|      |        汽车的”救生圈“-VADA车辆落水防沉隐藏式气囊         | [82.35, 81.28, 80.0, 79.65, 77.55] |   80.17   | 本科生 创意2组 | 80.20750047041628 |  66/69  |
|      |       “水雾化幕，御火为安”——高压细水雾防火水幕系统       | [83.68, 80.97, 80.55, 80.01, 75.0] |   80.04   | 本科生 创意2组 | 80.07743966137107 |  67/69  |
|      |                         好梦腕带                         | [81.66, 81.55, 80.65, 79.55, 75.0] |   79.68   | 本科生 创意2组 | 79.71727126709204 |  68/69  |
|      |           "源“来如此：智能全自动一体化雨水净化           | [82.35, 81.44, 80.97, 77.55, 75.0] |   79.46   | 本科生 创意2组 | 79.49716835947707 |  69/69  |
+------+----------------------------------------------------------+------------------------------------+-----------+----------------+-------------------+---------+
