数据统计时间 Thu Jul 28 20:11:33 2022
组别名称 dict_keys(['本科生 创意1组', '本科生 创意2组', '研究生创意 本研初创组', '红旅'])
平均分 85.37117647058825
8个组平均分 [84.26305555555558, 84.20638888888891, 87.985, 86.46555555555554]
总队数 119 [36, 36, 20, 27]
计算规则：最终成绩 = 专家评审平均分数 * （全部参赛项目平均分数 / 项目所在组平均分数）
+------+--------------------------------------------------------------+-------------------------------------+-----------+-----------------------+-------------------+---------+
| Star |                             name                             |              score_list             | ave_score |         group         |    final_score    | ranking |
|      |         贯贝科技-新型高效MILD燃烧技术与装备的拓荒者          |  [85.0, 82.11, 81.89, 81.55, 81.36] |   82.38   |     本科生 创意2组    | 83.51952399867194 |  94/119 |
|      |               科教兴国，筑梦未来——青少年科学院               | [86.21, 85.26, 84.78, 83.62, 82.89] |   84.55   |          红旅         | 83.47986575938285 |  95/119 |
|      |                 镓检法则—氧化镓紫外线探测器                  |  [85.36, 83.55, 82.69, 80.12, 80.0] |   82.34   |     本科生 创意2组    | 83.47897069738588 |  96/119 |
|      |         开启“专创融合”人才培养 打造影像完美制作时代          |  [89.16, 88.65, 86.0, 83.25, 82.98] |   86.01   | 研究生创意 本研初创组 | 83.45484898829683 |  97/119 |
|      |                      PROTAC靶向药物开发                      |  [85.66, 83.65, 82.55, 80.0, 79.56] |   82.28   |     本科生 创意2组    | 83.41814074545677 |  98/119 |
|      |           智疗-全球首创脑功能疾病诊疗智能辅助系统            |  [90.16, 86.15, 85.78, 85.35, 82.0] |   85.89   | 研究生创意 本研初创组 | 83.33841390076519 |  99/119 |
|      |              “健行飞跃”——多功能仿生助行蹬梯拐杖              |  [84.1, 83.22, 83.11, 83.01, 77.23] |   82.13   |     本科生 创意1组    | 83.21006967171549 | 100/119 |
|      | 塔拉慧农牧场——助力畜牧业智能化升级，惠及牧民市民驱动乡村振兴 | [85.79, 85.23, 84.31, 83.75, 82.14] |   84.24   |          红旅         | 83.17378937398476 | 101/119 |
|      |  飞秒光丝激光雷达——全球首家多物态大气污染实时探测服务提供商  |  [89.68, 86.26, 85.68, 84.36, 82.0] |    85.6   | 研究生创意 本研初创组 | 83.05702910589707 | 102/119 |
|      |          峰和新材 — 生物基复合水凝胶二氧化碳吸附剂           |  [84.33, 83.0, 82.37, 80.36, 79.55] |   81.92   |     本科生 创意2组    | 83.05316103388208 | 103/119 |
|      |                 飞机再循环——价值再生”循“航者                 |  [88.15, 87.65, 87.0, 83.32, 81.72] |   85.57   | 研究生创意 本研初创组 | 83.02792033401417 | 104/119 |
|      |              识易科技——一站式隐私信息识别领航者              |  [86.35, 82.78, 82.75, 81.55, 76.0] |   81.89   |     本科生 创意2组    | 83.02274605791753 | 105/119 |
|      |            滴“水”不漏——便携式超声膀胱尿量检测装置            |  [85.55, 83.35, 81.45, 80.0, 79.01] |   81.87   |     本科生 创意2组    | 83.00246940727449 | 106/119 |
|      |          诊智-基于深度学习的阿尔茨海默智能检测系统           |  [82.65, 82.55, 81.84, 81.03, 81.0] |   81.81   |     本科生 创意2组    | 82.94163945534538 | 107/119 |
|      |     “水满净山”-农村家用小型催化氧化生活污水高效处理装置      | [86.11, 85.16, 83.51, 82.76, 82.04] |   83.92   |          红旅         | 82.85783955679965 | 108/119 |
|      |              具有“触感反馈”的可交互式智能机械手              |  [85.23, 83.92, 81.09, 80.11, 78.5] |   81.77   |     本科生 创意1组    | 82.84533540796512 | 109/119 |
|      |         畅行有方--助力城市交通疏堵、节能、减污、降碳         |  [86.73, 86.14, 85.58, 85.16, 83.0] |   85.32   | 研究生创意 本研初创组 | 82.78534723498993 | 110/119 |
|      |            精艺电子——国内首创电路板竞逐定位检测仪            |  [84.39, 82.43, 80.55, 80.45, 80.0] |   81.56   |     本科生 创意2组    | 82.68818132230741 | 111/119 |
|     |                   硅基射频毫米波频率源芯片                   |  [87.69, 86.82, 86.08, 83.68, 80.0] |   84.85   | 研究生创意 本研初创组 | 82.32930980882438 | 112/119 |
|      |   食常鲜——基于超声补水和无菌混冷的多功能真空冷却技术领跑者   |  [84.32, 81.02, 80.0, 79.55, 79.36] |   80.85   |     本科生 创意2组    | 81.96836022447957 | 113/119 |
|      |                       智能越障运载装置                       |  [84.21, 81.5, 80.11, 79.11, 77.21] |   80.43   |     本科生 创意1组    | 81.48771342622766 | 114/119 |
|      |     通古今之音，见流彩敦煌：敦煌壁画数字文创产品设计研发     |  [83.25, 80.6, 80.11, 79.08, 78.78] |   80.36   |     本科生 创意1组    | 81.41679287494287 | 115/119 |
|      |          汽车的”救生圈“-VADA车辆落水防沉隐藏式气囊           |  [82.35, 81.28, 80.0, 79.65, 77.55] |   80.17   |     本科生 创意2组    |  81.2789541026163 | 116/119 |
|      |         “水雾化幕，御火为安”——高压细水雾防火水幕系统         |  [83.68, 80.97, 80.55, 80.01, 75.0] |   80.04   |     本科生 创意2组    | 81.14715587343656 | 117/119 |
|      |                           好梦腕带                           |  [81.66, 81.55, 80.65, 79.55, 75.0] |   79.68   |     本科生 创意2组    | 80.78217616186188 | 118/119 |
|      |             "源“来如此：智能全自动一体化雨水净化             |  [82.35, 81.44, 80.97, 77.55, 75.0] |   79.46   |     本科生 创意2组    | 80.55913300478845 | 119/119 |
+------+--------------------------------------------------------------+-------------------------------------+-----------+-----------------------+-------------------+---------+
